patch_name,R_mean,G_mean,B_mean,R_median,G_median,B_median
patch_043.png,247,202,183,247,202,183
patch_044.png,232,131,149,232,131,149
patch_045.png,225,125,149,225,125,149
patch_046.png,216,134,138,216,134,138
patch_047.png,240,165,142,240,165,142
patch_048.png,251,217,189,251,217,189
