patch_name,R_mean,G_mean,B_mean,R_median,G_median,B_median
patch_030.png,12,108,104,12,108,104
patch_031.png,144,149,82,144,149,82
patch_032.png,232,166,72,232,166,72
patch_033.png,243,173,49,243,173,49
patch_034.png,57,121,97,57,121,97
patch_035.png,182,169,11,182,169,11
patch_036.png,235,136,69,235,136,69
